Latitude,Longitude,City,Area,Address,Rooms,Floor/Total floors,Material,Total area,Live area,Kitchen,Toilet type,Price,Link,Seller,Comment
59.923757,30.282963,Санкт-Петербург,Адмиралтейский район,Декабристов ул. 57,4,3/5,СФК,87.0,52.0,16.0,Р,5850,http://www.bn.ru/detail/flats/1164919.html,АИС-Т,"959-59-19 ВП, ДГ, парк."
59.907925,30.267108,Санкт-Петербург,Адмиралтейский район,Бумажная ул. 22,4,4/6,СТ,100.5,59.0,10.5,Р,7700,http://www.bn.ru/detail/flats/1152202.html,Магазин квартир,ВП Хор. сост. ст/пак
59.913208,30.326657,Санкт-Петербург,Адмиралтейский район,Малодетскосельский пр. 14,4,4/5,К,88.2,62.0,10.4,Д,7900,http://www.bn.ru/detail/flats/1184234.html,Адвекс,"евро, 982-11-78 ПП"
59.922575,30.330349,Санкт-Петербург,Адмиралтейский район,Гороховая ул. 73,4,3/6,СФ,107.5,70.0,10.8,Р,8500,http://www.bn.ru/detail/flats/955152.html,частное,отл место отрем парадная
59.929344,30.316937,Санкт-Петербург,Адмиралтейский район,Спасский пер. 1,4,3/7,СФК,90.5,65.0,9.4,Р,8900,http://www.bn.ru/detail/flats/1111994.html,Пет. квартиры,911-832-8397 ВП=2 ккв
59.917714,30.29818,Санкт-Петербург,Адмиралтейский район,Фонтанки р. наб. 149,4,4/6,СФК,140.0,90.0,13.0,Р,9000,http://www.bn.ru/detail/flats/1167448.html,Агентство Митра,"СУР, Ж/Б перекрытия"
59.921705,30.279774,Санкт-Петербург,Адмиралтейский район,Пряжки р. наб. 40,4,3/5,СФ,105.0,77.0,11.9,Р,9000,http://www.bn.ru/detail/flats/977694.html,частное,2-СТ Сост. удовл. ПП Торг
59.919468,30.305645,Санкт-Петербург,Адмиралтейский район,Фонтанки р. наб. 131,4,6/6,К,118.0,76.0,20.0, ,9200,http://www.bn.ru/detail/flats/1080371.html,МЕГАПОЛИС,Продается 4 к. кв. квартир
59.921818,30.280043,Санкт-Петербург,Адмиралтейский район,Пряжки р. наб. 38,4,4/6,СФК,96.0,69.0,11.0,Р,9200,http://www.bn.ru/detail/flats/1179468.html,Агентство Митра,"ДГ, ХС, СУР"
59.91097,30.296887,Санкт-Петербург,Адмиралтейский район,Лермонтовский пр. 55,4,1/4,СФК,118.6,83.0,13.6,Р,9500,http://www.bn.ru/detail/flats/1172791.html,ЦАН,"Ремонт, ДГ"
59.914241,30.322309,Санкт-Петербург,Адмиралтейский район,Бронницкая ул. 15,4,2/4,СФ,110.9,49.0,13.6,Р,10000,http://www.bn.ru/detail/flats/1137648.html,ЦАН,зеленый парк
59.924749,30.318042,Санкт-Петербург,Адмиралтейский район,Московский пр. 6,4,4/7,СФ,85.2,53.0,13.0,Р,10300,http://www.bn.ru/detail/flats/1172792.html,ДАРКО,"ПП, отл. сост, более 3лет"
59.917998,30.306023,Санкт-Петербург,Адмиралтейский район,Фонтанки р. наб. 126,4,6/6,К,112.0,66.0,10.0,Р,10700,http://www.bn.ru/detail/flats/1183120.html,Смирнов и К,"Док/гот, 2-стор, 2 входа"
59.925723,30.315913,Санкт-Петербург,Адмиралтейский район,Садовая ул. 42,4,2/5,К,92.0,65.0,16.0,Р,11000,http://www.bn.ru/detail/flats/1115334.html,АЛЕКСАНДР,89119116996 под коммерцию
59.939095,30.315868,Санкт-Петербург,Адмиралтейский район,Крюкова кан. наб. 11,4,2/4,СФК,138.5,98.0,18.0,Р,15850,http://www.bn.ru/detail/flats/1145656.html,Экотон,"вид-вода, 2-х стор."
59.939095,30.315868,Санкт-Петербург,Адмиралтейский район,Грибоедова кан. наб. 118,4,4/5,СФК,135.5,106.0,10.9,С,26000,http://www.bn.ru/detail/flats/1183117.html,Ваш адрес,Видов. на Н-Б морск.
59.933275,30.304855,Санкт-Петербург,Адмиралтейский район,Исаакиевская пл. 7,4,5/5,СФК,172.0,106.0,16.0,С,62990,http://www.bn.ru/detail/flats/1155562.html,СТАТУС,Эксклюзивное предложение
59.939095,30.315868,Санкт-Петербург,Адмиралтейский район,Грибоедова кан. наб. 71,4,5/6,СФК,250.0,150.0,50.0,3,70000,http://www.bn.ru/detail/flats/1145655.html,частное,"евро, 2-ур, меб, Б, камин"
59.939095,30.315868,Санкт-Петербург,Адмиралтейский район,Крюкова кан. наб. 24,5,2/4,СФК,100.6,65.0,9.7,Р,8350,http://www.bn.ru/detail/flats/955253.html,РОСЛЕКС,ВП
59.911818,30.312778,Санкт-Петербург,Адмиралтейский район,7 Красноармейская ул. 13,5,2/5,СФК,124.5,93.0,10.4,Р,8400,http://www.bn.ru/detail/flats/1161910.html,РЦН,Продается в районе метро
59.911493,30.311251,Санкт-Петербург,Адмиралтейский район,7 Красноармейская ул. 20,5,1/5,СФК,114.2,77.0,21.0,Р,9800,http://www.bn.ru/detail/flats/1098830.html,Экотон,"хор. состояние, торг"
59.917935,30.304226,Санкт-Петербург,Адмиралтейский район,Фонтанки р. наб. 130,5,2/3,СФК,104.0,77.0,10.0,2,10699,http://www.bn.ru/detail/flats/1176811.html,Home estate,"ПП, КР, 938-232-39"
59.911737,30.305762,Санкт-Петербург,Адмиралтейский район,12 Красноармейская ул. 3,5,4/5,СФ,155.0,110.0,15.0,2,11200,http://www.bn.ru/detail/flats/1184270.html,Агентство Митра,Металлические перекрытия
59.924055,30.286691,Санкт-Петербург,Адмиралтейский район,Декабристов ул. 54 к. Б,5,3/5,СФ,156.3,115.0,10.0,Р,11500,http://www.bn.ru/detail/flats/1184271.html,ИСК НеваСити,89626804455 Продается отл
59.929705,30.319848,Санкт-Петербург,Адмиралтейский район,Гороховая ул. 33,5,4/4,СФ,145.0,98.0,14.0,Р,12490,http://www.bn.ru/detail/flats/1183153.html,Октава,"План, фотоemls -9132802."
59.928068,30.305645,Санкт-Петербург,Адмиралтейский район,Фонарный пер. 12,5,2/5,СФК,108.0,75.0,10.6,Р,13000,http://www.bn.ru/detail/flats/1179506.html,ПЕТРОДВОРЕЦ,450-50-50 Н-2. 94 расселен
59.913126,30.326962,Санкт-Петербург,Адмиралтейский район,Подольская ул. 39,5,5/5,СФ,126.1,92.0,18.3,Р,15000,http://www.bn.ru/detail/flats/1180537.html,Петербургская Недв.,ХС отл/вид
59.935759,30.309005,Санкт-Петербург,Адмиралтейский район,Адмиралтейский пр. 10,5,4/5,СФ,178.0,122.0,24.0,Р,28999,http://www.bn.ru/detail/flats/1159873.html,Внештранс,"ДГ, 89811433061"
59.925696,30.299842,Санкт-Петербург,Адмиралтейский район,Театральная пл. 6,5,4/4,СФ,244.0,150.0,24.2,2,33000,http://www.bn.ru/detail/flats/1180538.html,ГЦН,"9349949 Вид вода, пп рем"
59.937995,30.30569,Санкт-Петербург,Адмиралтейский район,Адмиралтейская наб. 12,5,1/5,СФ,238.0,132.0,25.7,3,48000,http://www.bn.ru/detail/flats/1137898.html,Century21,"89110063885, Нева, дворцы"
59.934416,30.300794,Санкт-Петербург,Адмиралтейский район,Конногвардейский бул. 5,5,6/6,К/М,230.8,0.0,0.0,2,145242,http://www.bn.ru/detail/flats/1155602.html,МОНФЕРРАН,"видовая, терраса 240 м."
59.922377,30.327816,Санкт-Петербург,Адмиралтейский район,Б. Казачий пер. 11,6,3/3,К,142.5,101.0,14.4,Р,10800,http://www.bn.ru/detail/flats/1137968.html,АЛЕКСАНДР,В подъезде 2кв 89213081079
59.919468,30.305645,Санкт-Петербург,Адмиралтейский район,Фонтанки р. наб. 131,6,3/5,СФ,182.0,139.0,15.0,Р,13999,http://www.bn.ru/detail/flats/1172841.html,МЕГАПОЛИС,Предлагаем уникальную ква
59.923383,30.292162,Санкт-Петербург,Адмиралтейский район,Лермонтовский пр. 8/10,6,2/6,СФ,189.0,127.0,16.0,Р,18500,http://www.bn.ru/detail/flats/1180546.html,Итака,1-27129 Отл. место
59.931846,30.311538,Санкт-Петербург,Адмиралтейский район,Мойки р. наб. 64,6,3/5,СФ,154.0,103.0,12.6, ,22500,http://www.bn.ru/detail/flats/1172840.html,4ROOMS,Дом у Исаакиевского собор
59.930219,30.302106,Санкт-Петербург,Адмиралтейский район,Мойки р. наб. 84,6,2/4,СФК,223.0,98.0,19.0,Р,28888,http://www.bn.ru/detail/flats/1137971.html,Октава,ппвидмойкаemls 913-28-02
59.927392,30.294964,Санкт-Петербург,Адмиралтейский район,Глинки ул. 1,10,4/5,СФ,281.0,0.0,0.0, ,18200,http://www.bn.ru/detail/flats/1133041.html,частное,ПП торг зачет
59.944224,30.235496,Санкт-Петербург,Василеостровский район,Нахимова ул. 1,1,5/10,К,20.0,18.6,0.0,С,2300,http://www.bn.ru/detail/flats/1174603.html,частное,"Х/С, З/Л"
59.944224,30.235496,Санкт-Петербург,Василеостровский район,Нахимова ул. 1,1,8/9,К,22.0,18.0,0.0,С,2300,http://www.bn.ru/detail/flats/1175896.html,Петербургская Недв.,ПП студия оборуд
59.953376,30.211143,Санкт-Петербург,Василеостровский район,Морская наб.,1,11/17,М,25.0,15.0,5.0,С,2499,http://www.bn.ru/detail/flats/1183463.html,Экотон,с видом на Финский залив
59.944224,30.235496,Санкт-Петербург,Василеостровский район,Нахимова ул. 1,1,6/9,К,26.0,20.5,0.0,С,2500,http://www.bn.ru/detail/flats/1182392.html,частное,"Первая продажа, лоджия"
59.944224,30.235496,Санкт-Петербург,Василеостровский район,Нахимова ул. 1,1,8/10,К,19.1,19.1,4.0,Д,2550,http://www.bn.ru/detail/flats/1125421.html,ГЦН,89313215320 ПП. ОС. ДГ. Торг
59.940533,30.209903,Санкт-Петербург,Василеостровский район,Морская наб. 15,1,6/18,К/М,25.0,16.2,0.0,С,2580,http://www.bn.ru/detail/flats/1179704.html,Агентство Аркада,3кв 2016 Мебель+техника!
59.939627,30.206157,Санкт-Петербург,Василеостровский район,Вадима Шефнера ул. 3,1,11/18,М,25.0,16.2,5.0,С,2725,http://www.bn.ru/detail/flats/1183454.html,4ROOMS,Видовая квартира в новом
59.953376,30.211143,Санкт-Петербург,Василеостровский район,Морская наб.,1,14/17,М,37.0,0.0,10.0,С,3143,http://www.bn.ru/detail/flats/1168148.html,Экотон,комфорт-класс
59.938121,30.217161,Санкт-Петербург,Василеостровский район,Морская наб. 1,1,3/17,К/М,43.0,18.0,12.3, ,3200,http://www.bn.ru/detail/flats/1133085.html,ЛенРегионСтрой,вид на залив
59.940533,30.209903,Санкт-Петербург,Василеостровский район,Морская наб. 15,1,7/18,К/М,38.0,20.0,9.0,С,3500,http://www.bn.ru/detail/flats/1183460.html,Агентство Аркада,Ремонт Мебель
59.935926,30.240769,Санкт-Петербург,Василеостровский район,Карташихина ул. 19,1,1/9,К,31.2,16.0,8.2,С,3540,http://www.bn.ru/detail/flats/1183456.html,частное,"ПП, ДГ. Фото на emls."
59.955723,30.252788,Санкт-Петербург,Василеостровский район,Уральская ул.,1,3/11,К/М,42.6,17.0,10.9, ,3647,http://www.bn.ru/detail/flats/1179708.html,Ваш Дом,"11017, ЖК Самоцветы"
59.947311,30.216308,Санкт-Петербург,Василеостровский район,Кораблестроителей ул. 23 к. 1,1,1/10,БЛ,32.0,18.5,6.5,С,3690,http://www.bn.ru/detail/flats/1100278.html,Озерки,"ВП, ХС, отл. место"
59.942543,30.214314,Санкт-Петербург,Василеостровский район,Кораблестроителей ул. 16 к. 1,1,1/10,К,34.0,18.0,6.0,Р,3720,http://www.bn.ru/detail/flats/1183458.html,Литейный проспект,"9062629226 Свободна, кухня"
59.932374,30.24412,Санкт-Петербург,Василеостровский район,Средний пр. 96,1,3/5,К,31.0,18.0,5.3,С,3760,http://www.bn.ru/detail/flats/1071302.html,частное,ПП н/проп бол/3лет эркер
59.941763,30.217494,Санкт-Петербург,Василеостровский район,Кораблестроителей ул. 19 к. 1,1,4/10,К,34.0,22.0,6.0,Р,3900,http://www.bn.ru/detail/flats/1175893.html,частное,"ПП, ок-дв, Б"
59.957034,30.228893,Санкт-Петербург,Василеостровский район,Кораблестроителей ул. 44,1,3/9,БЛ,36.0,18.0,7.0,Р,3980,http://www.bn.ru/detail/flats/1133079.html,ГЦН,вп-2к. кв 918-52-57 хс
59.935926,30.240769,Санкт-Петербург,Василеостровский район,Карташихина ул. 19,1,9/9,К,32.1,16.2,8.5,С,4000,http://www.bn.ru/detail/flats/1171837.html,Большой Дом,Квартира с евроремонтом
59.949898,30.23193,Санкт-Петербург,Василеостровский район,Наличная ул. 40 к. 1,1,5/9,КР,32.3,18.2,6.3,Р,4050,http://www.bn.ru/detail/flats/1183464.html,частное,ПП. ХС. Рядом метро
